AF3_delta,AF4_delta,F3_delta,F4_delta,F7_delta,F8_delta,FC5_delta,FC6_delta,T7_delta,T8_delta,P7_delta,P8_delta,O1_delta,O2_delta,AF3_theta,AF4_theta,F3_theta,F4_theta,F7_theta,F8_theta,FC5_theta,FC6_theta,T7_theta,T8_theta,P7_theta,P8_theta,O1_theta,O2_theta,AF3_alpha,AF4_alpha,F3_alpha,F4_alpha,F7_alpha,F8_alpha,FC5_alpha,FC6_alpha,T7_alpha,T8_alpha,P7_alpha,P8_alpha,O1_alpha,O2_alpha,AF3_beta,AF4_beta,F3_beta,F4_beta,F7_beta,F8_beta,FC5_beta,FC6_beta,T7_beta,T8_beta,P7_beta,P8_beta,O1_beta,O2_beta,AF3_gamma,AF4_gamma,F3_gamma,F4_gamma,F7_gamma,F8_gamma,FC5_gamma,FC6_gamma,T7_gamma,T8_gamma,P7_gamma,P8_gamma,O1_gamma,O2_gamma
-1.1764770110052518,-0.9281685230506519,-0.7282705376657033,-0.2188345104340563,-0.5999544625228513,0.02965339563346162,-1.0765574684767005,-0.4222029017099976,-0.8598645434751826,-0.9075087903154615,-1.0884146413706008,0.04405428076840421,-0.181242700154479,-0.25272806034690165,-0.8677826683633376,-0.43220577324913584,-1.4967818793415868,-0.3179568655917038,-0.6804534652522706,0.9893225721549846,0.678851451823659,-0.32894401016915253,0.6471362119551638,-0.6223991658182718,-0.18433630779690868,-0.9169655775553675,-0.20675453922636441,-0.5934063938852149,-0.3972952675139442,-0.3966823362760298,0.3032322222111824,-0.17647014659201551,0.6627271673898983,0.4580207362738768,1.7074395676293312,0.2418685182994284,1.5819986903152676,0.6759888156245988,1.5823892897869276,1.7549393415374488,0.532473611218215,1.2112613309217495,0.10683427491129689,0.3418930872821901,0.8260655622887481,-0.24968470754641856,-0.9264704866868516,-0.8801463147429217,-0.16236469535207862,-0.2801509344192037,-0.8281577039058036,-0.5914100254782342,0.1779454433742555,-0.9407714072558876,-0.035871643412979035,-0.5806100285194876,-1.3550196974934536,-2.508856203367638,-0.9381646180256635,-0.145985221812782,-0.5566195994179969,-0.08551071993824477,-0.012159732709769763,-0.15441059277998512,-1.0771039455775533,0.008211152885023321,0.20116085218761287,-1.3262329938593198,-0.5013522218444114,-0.5907516864205531
-1.190955012526638,-1.1747503364480127,0.45109356312293586,-0.4908994628517273,-0.7969605455471565,0.8734189610678021,0.2613416655728466,-0.6590037514892977,-0.672910945497967,-1.016850924783466,-0.6507367270622584,-0.8631112344540538,-0.6990823355139058,-1.0884413403218227,-1.0944327635799627,-1.3238006760751304,-0.3252283498970113,-0.34091443433275903,-0.6410351365910099,-0.425716185252286,-0.012604414886681743,-0.3499873711936093,-0.35220324347174586,-0.5428675864732515,-0.6272109396457685,-0.7076152489594907,-0.5192754118384537,-0.2229374634949058,0.37475671619551415,0.2579226054494447,1.0702439111597533,0.5313868453268509,0.8868692631436225,0.4063449020399084,1.1381333784005163,0.2918427765819736,0.10535925921058573,0.37719935598130755,0.9002687773559996,1.1801718744804257,1.69560263259301,0.46295598980059566,-0.3102381218217559,-0.46509305711682,-0.978045203032306,-0.3296053605571717,-1.7517397718250858,-1.6106170174420802,-1.6447370208807472,-0.27999876514613836,-1.4970458924418717,-1.084723321487159,-1.2562288298429676,-1.1176314054046463,-0.806969912379285,-0.4026868881667675,0.4198781712720098,-0.08049507332998705,-0.28243200848335986,-0.2007240461080739,2.3497763624200143,0.01689046132560785,3.158482623327471,-0.13382133231522061,0.7561231271671699,0.6033678163154054,0.602917314949468,-0.3289805220058204,0.7779506108929699,-0.5806622165160004
-1.092659488729157,-1.3177229788210574,0.7278778616470966,-0.8219726226039693,-0.435033827715798,-0.47057585719230477,-0.02759028480666114,-0.9596976377386109,-0.3698836942772603,-1.455247912911193,-0.5601486798182457,-0.6099351996005761,0.24847637872737563,0.8548197268622331,-1.2328686376581244,-1.430538848666182,-0.0264684042180089,-0.29522342701381754,-0.5665515222257793,0.058849717279448245,-1.115297489557183,-0.4524604271833707,-1.1380974871610485,-0.6636602256818193,-0.6646653562135383,-0.6812903016617414,-0.7596346307098917,-0.49874274764825316,-1.4242084610782462,-0.9893904233018213,-1.0159719829127973,-0.40695912648753596,-0.891293363639645,1.0661064992210205,-1.4585616927829979,-0.48502010316978517,-0.8180211335804584,-1.0505889661562597,-0.7141449506937039,-0.43403457079416713,-0.7186797313596525,-0.8575422032897924,-0.8667452117065243,-1.7409436443261628,-0.9280376501732946,-0.2927542985497355,-0.9180893264228148,-0.5560823262345346,-0.9696615657045751,-0.23212284336824707,-1.5678296134620988,0.937879612110363,-1.620534493821958,-1.1887160246698807,-1.4342256059615275,-1.4677936840228638,0.42867010301316755,-0.6746658491382593,-0.10587266759192936,-0.21029844004416526,0.2747387072931874,2.402392857953023,-0.5716444072492602,-0.09446507128964327,-0.9797770707738169,1.0721915217192124,-0.2957647329221765,-1.3425245405352977,-1.4463542161618534,0.6734051826300892
-0.9154037446008804,-1.3197294516623295,-0.24313421279405983,-0.2768425058736278,-0.8757239453150154,-0.5846333887774238,-1.195730756148108,-0.35746877270926514,-0.6949377266102789,-1.1006496220829722,-1.392877568494111,-0.9909715588902536,-1.491642172377348,-0.5641703408247213,-1.0537827300721898,-0.9849177029743531,-0.9831517596774246,-0.2783336896815999,-0.04291776482927917,-0.611176500743143,0.48598357112200485,-0.23330476460926894,-0.9574254523487006,-0.749850757231952,-0.42879392299980496,-0.7334119497584028,0.3091663901542671,-0.06533572766354458,-0.7057761668055577,-0.22254602845688376,-0.5691265074306948,-0.2060942441776703,1.1294211526470863,1.2390375906645648,0.6295007122336225,-0.2274658840882642,0.14317902230602098,0.9079475804853033,-0.49933190129344246,1.24311501667343,1.9084897701796197,1.0335993359706817,-1.1427102292476454,-0.6653691345248381,-1.591363664803399,-0.2902709004146471,-1.2045422795966672,-0.17128351563877506,-0.6586032961517589,-0.1602716250301336,-0.9802905716472923,1.468502963199264,-0.44949518233943847,-1.2303666353050764,-0.45102129411629777,-0.5356524421567365,0.603513221984581,0.802183478877179,-0.0287194304582928,-0.22258009506215998,0.07575967740460661,2.61826052669871,0.33949091691950917,-0.1717536360013004,-0.9646605975444775,1.5951233203382063,0.6347807874170225,-1.4248980944291354,0.7260715822444928,1.552179796397454
0.019125670876914785,0.15506265613984366,-0.14170401819979855,-0.31726277858494306,0.7604335205866039,0.49040511847736146,-0.2593828657807813,-0.05855158503657477,0.028342227466890964,0.4645152564601242,-0.6273377731440546,1.3346802623079979,-0.285020554245563,-0.2384994716911188,-0.1901025247200159,0.20915215343962992,-0.28207235667603464,-0.2122777541698463,1.2206512482264982,1.2126937367949342,0.21282651709477468,-0.05063043073506782,0.6457644031294769,0.7515866103624811,0.4648645343552796,0.7229440292695599,1.073279095754522,0.45516034063267413,0.007824744489548792,-0.6363787315230621,-0.22125536849065178,-0.382025288652643,1.3193597474782515,-0.45844307439725235,0.5192650445817731,-0.012901892855088474,0.07058888525902117,1.106998758845777,-0.6152898467898903,0.06283173754391695,-0.2796459672980998,-0.3466468020349452,-0.5558987307004714,-0.2644335943422727,-0.7430997360126033,-0.22500661570745029,-0.6053433881361445,-1.1634868344784715,-1.009317193442273,-0.28147689545579757,-0.4517312672904341,1.1296723365109687,-0.5773365525431492,-0.6964247679259322,-0.4451051604240123,-1.338460765585071,-0.3231338742435459,0.0958810849564811,0.43092444940358215,-0.3010140560570896,-0.22998083866762084,0.5578750118680594,0.1311200308805484,-0.3211505973862591,-0.22198233508271656,0.24471054344942825,0.6320791476384822,-1.074066723080396,0.5640491185316061,-0.876111675006915
-0.5235966773715606,-0.2943603194673567,-0.9527809166043183,-0.5849324312106106,-0.5795828922509165,-0.5146338274712104,-0.937526477194587,-0.4557675556509006,-0.8521741741046751,-0.5196375069754154,-0.6656018603950223,-1.2865593695092008,-0.3612537757663809,-0.6068530914560215,-0.6962422096126001,-0.6292904648138937,-0.20477235482073763,-0.09817383650356977,-0.9395038893150324,-0.28585066835789186,1.3994707456531068,-0.1509428082423902,-0.5994374753268278,0.4572811369505171,-0.4547160764164095,0.24795229084655032,-0.8354636883248058,-0.4197859660096679,0.5260586399392538,0.27488372748435924,0.2054925373828357,-0.21175471142445487,0.9480136969106299,-1.0553327146668299,0.8431663308795208,-0.31264530567507404,-0.2985392114276473,-0.7168610751671194,0.7321466964725878,0.07620387255712553,0.8827224149146254,0.35851541401111336,-0.6157799242857359,-0.4478162188685112,0.4611318490254935,-0.23250780560597228,-1.2513736675861467,0.501103322057242,-0.8991099514997221,-0.2385330154712576,-0.6882705810789038,0.20624779009829194,0.12883752539893245,-0.6052826894730392,-0.24902257843045125,-0.2748851729931521,-0.5156879813150657,-0.9145694802004933,-1.1229643285143758,-0.3709581976185606,-0.7163399290862295,-1.1469384165396233,-0.7042117673512426,-0.3213307177268439,-1.752612538801421,-0.7129240328774972,-0.6493312190683254,-0.626981035888134,-1.0220575228662852,-1.7470174917486434
-0.3941850877665271,-0.5092817169183355,-0.39546196777530196,-0.6283981991621025,-0.6134886702684779,-0.40280734457968714,-1.024887734771681,-0.5481508640704799,-0.3321983932678782,-0.7488420205008636,0.17917527215891552,-1.4152414541706326,-0.9542178556300644,-1.4892250798076743,1.2101416194673789,1.2910311005208113,0.8996344324764624,-0.13794236361846557,0.8975074336246283,-0.817047930534408,0.4286126324910455,-0.2581226736433395,1.122952309386974,0.6699784830787436,1.9090629173231453,1.0552137044301626,0.026791478165036856,-0.4441680237334095,1.5166091077935044,1.3205504280997193,1.0752903422602722,-0.21475986768927594,1.3998275923466728,0.23466876831518688,0.8612106883370999,-0.21501173701065204,0.3126139197862565,0.9867456901590448,1.8832953307887668,-0.1965437765160938,0.4452612635917198,-0.06278147322563991,-0.48340807185782075,-0.3887377686998642,-0.04626532337423627,-0.1604330927595792,-0.8060954758358668,-0.5033320136443618,-0.7711383112548057,-0.19132587958521957,-1.177423584256539,-0.06740543295775822,-0.023710434745733745,-0.869576472897865,-0.6611371902865777,-0.8932666735303985,-0.6516073698571708,-0.9685545310317014,0.40539711463059147,-0.14882988771121353,-0.4061498965155644,-0.98711772285071,0.3584381302623673,-0.2513105703890318,-1.223978947779148,0.025010404210844404,-0.1334278006478649,0.621499885596886,-0.41557350496532797,-0.3019580411153171
-1.0686715203354205,-0.8610846638804182,-1.1325367955439285,-0.579770828932336,-0.692570663498864,-0.6096416725891859,-0.9973523489182341,-0.6286779853388036,-0.08295873455652404,-0.05948702853633234,-0.12987628118016833,0.0017434153758621156,0.16576733527693788,-1.0159256553879603,0.3124902432823754,0.5169797113965704,0.9107876283436622,-0.005790797775541583,1.1750343236220078,-1.1534261830533379,2.1768353114766494,-0.07488372879928461,1.866699091330191,2.348451163101169,2.3566314705408598,2.0168873048354996,1.8184774227720617,0.9695262910199025,0.5829261701682752,1.9030692824594262,-0.46876255956039203,0.1837878131020264,0.8532243093903265,0.9748941912482519,-0.5891615269185538,0.5775829831247894,1.3603528736015755,0.4787879593369462,1.8472398918938142,-0.7199602024170813,1.1836130051841043,0.943328909643864,-0.49733212963208495,0.11999507990945575,-0.3038569010022512,-0.11239373100932379,0.1816740537049174,-0.42335270373269146,0.14220065751750646,-0.195819599140137,0.042882603111702736,-1.0136365191432772,-0.18671829303228393,-1.0084851503314876,0.5171502160417255,-0.2544230018035896,1.2137603280335816,0.5091127233296494,1.6339099650464832,-0.22068075079361,-0.5538855157967428,-0.7676498240003584,-0.7729251804863373,-0.2988731363219139,0.008245033547191654,-0.900945101873379,0.877086901260823,0.18553545441246944,-0.3230940819770087,2.433964384741835
-1.5582141055788803,-1.5706368487264486,-0.6807143773120042,-0.7237655527386577,-1.3295417630027615,-0.6396840965455894,-0.32545268136361455,-0.7402663581652927,-0.8460954517983839,-0.8437476855516328,-0.2695785442015954,-1.1436050156589135,-1.8922135308977226,-1.431793960336937,-1.1805178726085648,-1.2242540094738226,1.0745730051363476,-0.21457108139777115,-1.1329267694053191,0.30517261960812697,0.3179193696319354,-0.2933513709336495,0.613241848489281,0.2331229671312093,0.31006929982168946,-0.24452699376076817,-0.02126836459823598,-1.3224661663383228,1.4959068132086637,1.0570555756896207,1.1095095824995886,-0.15437944126379366,1.514060704373468,-0.36508533275555133,0.5028588666629217,-0.5011671135445382,-1.1701915169243975,-0.5849484459761534,-0.22969896479659555,0.37326920751345494,0.3417378329235429,0.9440385730897181,-0.08254147397614195,0.6539325036520851,0.6231430161249961,-0.08941270842027126,-0.5035748195115475,0.5808219860617937,1.3305814308866384,-0.14211359244755944,0.29273913333086354,-0.7143524227969723,1.4868373520302234,-0.24405137734057689,0.3073030412322763,-0.386900414995965,0.5803187944608228,1.8489595001504844,-0.6330911714125946,-0.244828502446209,-0.39540050492941936,-0.8175390419815673,-1.2631177226391195,-0.21347773824193111,1.2237614519255748,-0.6429607194254258,-0.1313218811028573,0.6238224669315128,-0.41622664144101207,-0.39714645331605397
-0.30338115904557716,-0.3513058411532406,-0.8785093985483118,0.7012604858500485,-0.5118600365086959,-0.564528433058721,-0.952302651014561,0.7442241737181632,0.053319916063820756,-0.14042609264436004,-0.5388751046855964,-0.35834402279087485,-0.7183443593098533,-0.7587040652402374,-0.1021000752044145,0.4924793647785793,-1.1330598489317871,-0.14667923571558059,-1.1936681562007843,0.3286710881771977,-2.205513671243107,-0.06068350452002369,-0.30251108436529456,-0.5416395242756256,-0.21301850320596627,-0.7027481614894523,-0.7409598768388392,-0.29296548374670545,-0.0419052205719355,-0.16138123017117365,0.1568612918595153,0.014204856211507137,-0.12306543401637288,0.31187659033065424,0.07677404987262669,0.47941752860315,-0.8605220934218306,1.086560585029584,0.12910234667395884,0.5895795862857528,0.7451848305585218,0.8031978825854874,0.36526296912175077,-0.6422491837756492,0.22962881854438882,-0.17754329009005498,0.7911019843280849,-0.8130226413986511,0.716097334550264,-0.1899423229846639,-0.6938678455850246,0.056482528820181226,-0.5524136808040773,1.6428501592866942,1.4479744617226442,1.0842109932447623,-0.43507873027870725,-0.16303177426643217,-0.5093825413316095,-0.2551108215170109,-0.8619130114041121,0.4631139860825348,-0.8914762568618826,-0.2471046871784805,-0.2735479019171871,-0.689692317722837,-0.13714804531398184,-0.24381896834862113,-1.0831704915145695,-1.3263330589178335
