AF3_delta,AF4_delta,F3_delta,F4_delta,F7_delta,F8_delta,FC5_delta,FC6_delta,T7_delta,T8_delta,P7_delta,P8_delta,O1_delta,O2_delta,AF3_theta,AF4_theta,F3_theta,F4_theta,F7_theta,F8_theta,FC5_theta,FC6_theta,T7_theta,T8_theta,P7_theta,P8_theta,O1_theta,O2_theta,AF3_alpha,AF4_alpha,F3_alpha,F4_alpha,F7_alpha,F8_alpha,FC5_alpha,FC6_alpha,T7_alpha,T8_alpha,P7_alpha,P8_alpha,O1_alpha,O2_alpha,AF3_beta,AF4_beta,F3_beta,F4_beta,F7_beta,F8_beta,FC5_beta,FC6_beta,T7_beta,T8_beta,P7_beta,P8_beta,O1_beta,O2_beta,AF3_gamma,AF4_gamma,F3_gamma,F4_gamma,F7_gamma,F8_gamma,FC5_gamma,FC6_gamma,T7_gamma,T8_gamma,P7_gamma,P8_gamma,O1_gamma,O2_gamma
-0.6534473593904397,-0.8062605731630749,-0.8875592591468484,-0.583070939603441,-1.0856704790939136,-0.7610998226963055,-0.45658544979581894,-1.618941745017498,-0.5165605908288088,-0.9104807487235557,-1.2089377215593922,-0.5649680336684152,-0.3307524317883662,0.7855128477320809,-1.064898741002801,-1.7612509041284201,-0.7604244747622898,-0.6202610302343032,-0.9123345979888515,-0.9109679223987293,0.1501479836583272,-1.4981692802817066,-1.3085824874064473,-0.6697592931559225,-0.4878148400896644,-0.32146646549015634,-0.928031317030938,0.17081363713187656,-0.5243972954183707,-0.6183331400258556,-1.570171982245849,-0.8839134036973337,-0.7654024006020362,-1.4509041164082874,0.35627681062376176,-0.6190506056530773,-0.39936640557512176,0.5637744766234793,0.08481488144527906,-0.15015485177039328,0.36729362414660227,-0.4801113171660024,-1.100946647196418,0.5274529844742554,1.832411846271903,0.46994497280846675,0.4188629524632179,-0.05329666101861184,-0.4011749161671639,0.3206186193465764,0.8187944457917091,0.1898883644119547,0.1764359119945396,-0.30259303687296385,0.8854174117044682,-0.09795353955385024,-0.257263415041315,0.4900520107229042,1.799661337256648,-1.0740757014196407,0.318003090845526,0.23905479093254653,0.02016675648156098,-0.824821154062453,-0.9060454723072952,0.4661859890396454,-0.755655934012631,-0.30461598054728306,0.27958897126954135,-0.3920638612097023
0.022476738147891587,-0.17081054548194569,-0.5217191105792806,0.16441337944538303,-0.5156348866832338,-0.18928093221297584,1.2794496078330324,0.5238447075780766,0.20201963548550894,1.6800211353878591,0.24226735281646292,-0.44427234585945,0.10095490435022327,1.5399281066095174,-0.5520804317609058,-0.14893232535808806,0.09796343795670123,0.4007522896836372,-2.0239448598653165,-0.6616684192979132,0.09489746970462751,0.05125080928064678,-0.7330912577331562,0.31168788819133336,-0.006844656472643312,-0.4743794170270375,-1.4839789175443865,0.7306506583538258,0.6558923354863428,0.6246784634373919,0.6421747097031051,-0.3545910362633492,0.8965211582076288,1.3265377408178345,-0.35808523616664356,-1.1573475416717245,0.6973352921841799,0.8213929233266386,0.8718703910426553,0.26777291301373607,-0.7922906399283349,-0.18926109938830477,-0.25898368909083874,-0.5897606810297684,-0.9842692139155949,1.2839050326846702,-0.9752888426001889,-1.4403279794854633,-0.6870637869033375,-1.129373854773893,0.8906395543805111,-1.0288872900700536,0.21479052251709937,-0.3522183710457001,0.013559331747166371,-1.0800391559836744,-0.18305810463139055,-0.5771947389598405,0.4093927590487805,0.5992913694548093,-1.7172668848461052,-0.5373092570646298,-0.9444732221688992,-0.6409156800945986,-0.8560087835746566,-1.0620504440130083,0.22958916570910423,0.11524396102047282,0.5868749283619785,-0.16983942693656168
0.17856564686710838,4.264605955950447,0.06896301207314878,1.3241825396761222,-0.9611933299176082,4.456016693142701,2.0101116862088366,-0.681324058650941,-0.1948572401294622,-1.12722349433737,3.153010768791837,-0.18610808601782527,-0.04815093344397288,1.0396945772102097,0.71066860710222,1.1343119371438923,-0.14705384102219238,0.26034839531092746,-0.08122406137658966,2.377014959964708,0.2339267980434448,0.4451049856248805,0.18015648036815352,0.8352107366778265,-0.331544567711464,-0.23761093562725538,-0.05586940801981885,-0.39894079216277706,-0.3217427779528628,2.2889302225293506,-0.2908371336661926,-0.6208278474636452,0.4669217129502316,2.2389489218249428,0.8107416899478329,-0.8821043989399399,2.7408468031673943,0.6460612477672544,0.6251688959135332,0.7954451491392018,0.46278788215415617,1.9846690382458496,0.7481616355519098,2.5642341309372076,0.6241490699976564,-0.794696916280644,0.22958932539141066,2.6947781384372944,0.343542455932038,0.08146858728253945,-0.15982715522643937,2.9764120259216607,1.0211428657423702,-0.23129201985671244,0.2386816806156963,1.400891817015671,1.4999933700523331,0.19040678746650547,0.5497037922034809,1.6282256409143874,0.18974579053601934,1.3595312490592695,-0.351254797399765,2.954677948334254,0.1254165140182257,1.5264340256605244,0.6310587006395801,1.004143738389903,0.43863319912121745,1.6905956002350075
-0.6260330720266655,-0.11757632713728217,0.47746247434527145,-0.6028669089091876,-0.20697236825607135,0.06451584420139415,0.8370153534650107,0.10464066627445402,1.4032987039245202,0.3269896458638819,0.18557056699555374,-0.6797623837977919,0.026541830007434465,0.18839679766559328,0.9299015165774349,2.6452767202371783,2.1698516481324246,0.7995693605959452,0.6623646951413503,1.1479708077575372,0.6747684945276557,-0.06245180691897572,2.0841330624941112,-1.2130262343915914,-1.6900592652639512,-0.22910020971566203,0.177501792221516,0.21387759560296407,0.9953519935353253,-1.0848324735598798,1.1906276839442722,-1.0488452531140915,0.2953176355663836,-1.017749521766165,0.7560905564716646,-1.3114731193674076,0.7213467184146852,-0.8978527085640212,-0.39756407959129747,-0.7527041901515208,0.38436709490134785,-0.9420842498082832,1.359509982587566,-1.4419607696833663,0.5223861376803873,2.000744973798741,0.93663681358797,-0.4786978932229169,0.01658033973046314,-0.09641287489296614,0.5357327837624092,0.3106981566050559,-0.7991498017183851,-1.2492246798815658,-0.6042409326117774,-0.6471117352546139,-0.6784976871425377,-1.3390636441822656,-1.4140452465444784,0.970275681970487,-0.40763952692668515,-0.12390238215359665,-0.48213273352986696,-0.1356978486738674,-0.8343223328075223,-0.9972452555094039,-0.08188039319881635,3.2423086269897383,-0.3733897739485569,1.8248825405673084
-0.6900006440322369,0.20929259679862994,-1.092785003674594,-0.7801495197402687,-1.0737412554972445,0.5602581122289984,-0.0714737005878323,0.291238330056307,-0.5055045836122154,0.784063156457747,-0.8402958772733661,-0.4342470204483636,0.36764766780878205,0.014693096083821446,0.3066116416882045,1.5650067377493881,1.5163118338628645,0.8456479830300909,-0.6226280800163798,1.8346184671180599,2.578544050035172,0.5016706286982734,0.6988046435176721,0.7893940151377035,0.07053828983290523,-0.14978287729033862,-0.1480002059127979,1.7851741220595403,0.7805450326650352,-0.6643643382866649,0.4542361252246747,-0.48757882343402736,2.8959757615243187,-1.3569991516667235,-0.5918755327321311,-0.1506328194347263,1.4176764935295008,0.40645456323387286,0.4501015067395161,-0.3504253567388589,0.12377745548456219,-0.7464273873853737,0.8188201223676568,-1.00961663432894,0.7221779009534965,0.05277796236553231,-0.7112213748312026,-1.326748739927135,0.144348267332086,0.4986152396190967,-1.1657274735794114,-0.6601874302520733,-1.9427277569163048,0.18936704951706582,-1.041485309130836,-0.4416430455493653,-0.5902005249805446,0.02413894462756722,-0.5477079776525574,-0.2782145853154427,-0.8185929628738957,-0.6537522818781298,-0.726884050092089,-0.40806261807275357,1.20958535847211,-0.40071668867943944,-1.4933318143047487,0.08802404743129601,-0.9541409857467094,-0.08207187578336148
2.4822636191315377,0.41923146287253044,2.2255814529214653,0.6191563879251881,0.48257229510446426,0.5481371787761524,2.9313604726519293,-0.09754492862378138,0.6579034476952308,0.3573810016587146,0.10397668296428662,-0.05347651442508667,0.31031786148099727,2.124693080770596,-0.662681816010605,0.24328475722234583,-0.326351638666064,0.2636986856450994,0.3720070142468709,-0.3064161361327478,-0.08911577381991784,1.355605191581646,-0.28141696490304274,-0.8411183963249875,-0.9687422467115033,-0.44974548125149183,0.8555989735259134,-0.035593203245282576,-0.8394622020921327,-0.09667004927539817,-0.8381927742178009,-0.42903908696016796,-0.23337079632649696,0.353980948406853,-0.9905237615255763,-0.058283542952974526,-0.18064386365960597,-0.6367602022115249,-0.23000885921779654,-1.0607944555937219,0.7098583554916739,-0.8100677552983313,-0.1647210402552058,-0.35043027531507853,-0.35123797644787724,-1.0256148031861188,-0.11094656224121922,-1.1005735476538825,-0.879697362548572,0.6752243147128723,-1.6242206280066778,-0.16425367330798,-0.4718598724308511,-0.32401037114445785,-0.41304181464864037,0.9518475722183544,-2.0959007028625942,0.3344636944391407,-0.8293641381646267,-1.2935055895808962,0.948457366446399,-0.4257293875250083,0.22131806515837318,-0.14535922319167607,-0.11767187655224534,-0.5653317660785038,-0.6936308676695901,-0.016055821969572056,-0.6005592349535822,0.5955748339249959
-0.08961992404874354,1.0831909396723796,0.5806798247745785,0.7021775798421264,0.005006816155906385,0.15429994877203423,-0.9739662543655874,0.17670661675867277,-0.7404496544704656,-0.3048358274273507,-0.1667222096465617,-0.28155925157652006,-0.4517010788017236,-1.4100845392036325,0.11148025730442143,-1.164673609020152,-0.47429972653697633,-1.5478598988267496,0.12728137255515085,-1.164778973073363,-0.1587343111021253,-1.177751917634443,0.7304455714968243,0.22089527810946025,-0.43753375573779735,-0.38988470033525463,-1.4684885437697164,-1.6805877213574865,-0.5967822597858694,0.27036204007025155,0.19371518759026693,-1.0768644251760437,1.0284477132677818,0.008680673394886998,-1.35798562617542,0.9587049182561417,-0.3314168980204461,0.040710187116983175,0.7488564612335299,-0.4434345366350808,-0.23594846085975696,-1.0399207531116865,-2.237925739712489,-1.2415772106004102,-0.9032455155987256,-1.954648814100704,-1.2038599807163823,-1.435958606845259,-1.1094574177315233,-0.4636906305233481,-1.5323715914220548,-0.9525507277354835,-0.6940892361310683,-1.2603971514630026,-1.4598328339775157,-1.0282783793967583,-0.5643228837746799,-0.9957149930741955,-1.1083995223816145,-0.245686561890285,-1.59964521179514,-0.894030886349425,-1.2962856371063296,0.29417245615627396,-0.866552120812865,-1.121263997286519,-1.667199995811084,-0.22585613423968495,-1.0383141667916562,-0.09321461938942362
-0.521413931125911,0.25095776113439694,-0.40237942045441444,0.21138841511567,-0.6658843591754661,-0.4236788912428738,-1.362286842257146,0.0015170659431557678,-0.5024375786073055,-0.8123492494954687,-0.18500198891849148,-0.41133518446591893,-0.7497254663361812,-1.5112972757963732,-0.703695123396694,-0.4089344780882623,-0.6961003518773584,-1.584690033762826,-0.05899693977022009,-0.149354608481478,-0.2601594352593223,-1.0674838643099585,1.4077966501009058,-0.31160393482806203,0.8457697470446612,-0.4489489046889682,-0.6098444370656901,-2.0572814678691347,-0.7157725641137666,0.33103768125022137,-1.3018889006217185,-0.2513424558542751,-1.010513318780638,0.6117064972762725,-0.48168925964679105,-0.7007131083363493,-1.0158602190426782,-0.018202831426002958,-0.9370494438761662,0.14058482752415627,-0.7373862791522884,0.8690726276760515,-1.0783375394021324,-1.4934595476913954,-1.503513608579979,-0.669020314266417,-0.5291269437369542,-1.4825155759215445,0.6733772486274447,-0.36351253004745737,-0.0014707495818387874,-1.0173815759580593,-1.7874336359264793,-0.4848029201706144,-0.6247197162710129,-0.05563067218954168,-0.977621864386716,-1.4202729574662785,-0.6677749487202492,-0.2679351520010894,-1.229948102310974,-1.1191806639519237,-1.6974774838697664,-1.7229830831979889,-0.8253271713764845,-1.320286748810192,-1.4710353948543105,-0.9026464885221986,-0.42960946695702323,-0.7266442237722119
-0.5423995590275726,0.8464029024769137,0.549655027418951,0.6335470816821457,-0.08611305466154792,-0.032303063923233066,-0.45864661455322425,1.7136078285393284,1.7258494597546898,1.3407404369789522,-0.2652425637435269,-0.15002678488955973,-0.3782046646794018,-0.7273696172323433,-0.27028091086216616,-0.5417598527482508,-0.3391695534869729,0.6217339583094934,-1.5040273782030669,-0.2604884944480109,-0.7998197208058868,-0.22479035950128412,-0.16259831784002687,0.5960506089550549,0.18203978455844866,-0.2911122333199022,-1.0654124947178572,1.3745300794331987,-0.09243419459225964,-0.3072859457771682,-0.4679773335741762,-0.07030300415896476,-0.18428561116690947,1.0564650304453105,-0.8114171335032749,0.08277282076145213,-0.15317235340261776,-1.8297023055540163,-0.9478416424037147,-0.3552949247697372,-0.8621421201816064,0.5425406306950328,-0.1488596092507279,-0.37636298152416425,-0.5172274740018871,-1.1876987990262493,-0.371008746947102,-0.734452109143244,-0.8228931255977786,-0.34094848213832857,-0.5015409894896459,-0.0008276705714020705,0.8067465908402636,-0.14495138135714716,-0.7001408787361798,0.7391952365972679,-0.9300776677585614,0.341225346530319,-0.403088279130713,0.9847049342798152,-0.48435656097289354,-0.7354865289489498,0.7704355892591247,-1.1140984935735407,-0.4719006389848122,-1.3254021883215623,0.2261782493629937,-0.42995833245253817,-0.5139493687785159,-0.6070604460579837
-0.6753646398190478,-0.45544296687463093,-0.632048371338489,-0.8981000629419817,-0.16374559570843916,-0.3306163998635154,-0.12817946424034155,-0.8640988807334983,-0.7080109138489992,-1.1659825676752813,-0.6151899636795642,0.7885460261095512,-0.3905853929556906,-0.5665419724043889,-1.1668866784963952,-1.3123035009166915,-0.24400775637911673,1.2905837548625543,0.052837381278909905,-1.2845994941661623,-1.4255663577726294,-1.073594527393944,-0.9421714500427641,0.8404648262447476,-0.06558353678798935,0.38446880328650446,-0.11526605854720093,-0.8386253599822919,-0.7986957877496954,-0.9546469645729874,-0.8072843073120355,-0.5097457895485332,1.5197463637380262,-0.8265093994494466,0.18192596649725581,0.23586961324555844,0.17762526091338682,-0.19038056865660918,-0.8290628804403406,0.30345234151554445,0.3371814093325672,0.9457832497056741,-0.021918722141832794,1.6804299397655056,0.38202310980680193,0.9397492940538437,-0.002647584650108022,0.6156169138315929,-0.01048914955742451,0.9566624617018221,0.24764952855536929,0.9690731641104087,0.20351875020252266,0.04383166548778208,-0.6401402415035997,-0.251764526257723,-1.0108458382616037,0.8190694921185658,-0.2833666130871483,-0.9563983645264177,-0.2323506499624603,0.24264688081630742,1.2083065458761544,0.014304086158047223,0.8955369157876824,-0.09731918824085395,0.6485620381417376,1.804140425879789,1.5112886227979283,0.969180362587541
